"/cwkb/works/5202","default","Λαλιὰ εἰς Ἀσκληπιόν (42K 6D)"
"/cwkb/works/5229","default","Λευκτρικὸς αʹ (ὑπὲρ Λακεδαιμονίων πρῶτος) (11K 33D)"
"/cwkb/works/5230","default","Λευκτρικὸς βʹ (ὑπὲρ Θηβαίων πρῶτος) (12K 34D)"
"/cwkb/works/5231","default","Λευκτρικὸς γʹ (ὑπὲρ Λακεδαιμονίων δεύτερος) (13K 35D)"
"/cwkb/works/5232","default","Λευκτρικὸς δʹ (ὑπὲρ Θηβαίων δεύτερος) (14K 36D)"
"/cwkb/works/5233","default","Λευκτρικὸς εʹ (ὑπὲρ μηδετέροις βοηθεῖν) (15K 37D)"
"/cwkb/works/5183","default","Μετριοπαθὴς ἢ φιλότεκνος (orat. 32)"
"/cwkb/works/5216","default","Μονῳδία ἐπὶ Σμύρνῃ (18K 20D)"
"/cwkb/works/5217","default","Παλινῳδία ἐπὶ Σμύρνῃ καὶ τῷ ταύτης ἀνοικισμῷ (20K 21D)"
"/cwkb/works/5209","default","Παναθηναϊκός (1K 13D)"
"/cwkb/works/5212","default","Πανηγυρικὸς ἐν Κυζίκῳ περὶ τοῦ ναοῦ (27K 16D)"
"/cwkb/works/5251","default","Πανηγυρικὸς ἐπὶ τῷ ὕδατι ἐν Περγάμῳ (53K 55D)"
"/cwkb/works/5160","default","Πενταετηρικός (orat. 8)"
"/cwkb/works/5196","default","Περὶ ἐπιδεικτικῶν"
"/cwkb/works/5238","default","Περὶ ὁμονοίας ταῖς πόλεσιν (23K 42D)"
"/cwkb/works/5193","default","Περὶ λέξεων ῥητορικῶν"
"/cwkb/works/5182","default","Περὶ προεδρίας εἰς τὴν σύγκλητον (orat. 31)"
"/cwkb/works/5169","default","Περὶ τῆς τοῦ βασιλέως φιληκοΐας (orat. 18)"
"/cwkb/works/5159","default","Περὶ τῶν ἠτυχηκότων ἐπὶ Οὐάλεντος (orat. 7)"
"/cwkb/works/5252","default","Περὶ τοῦ καθ\' Ὃμηρον ἀγαθοῦ βασιλέως"
"/cwkb/works/5178","default","Περὶ τοῦ μὴ δεῖν τοῖς τόποις ἀλλὰ τοῖς ἀνδράσι προσέχειν (orat. 27)"
"/cwkb/works/5225","default","Περὶ τοῦ πέμπειν βοήθειαν τοῖς ἐν Σικελίᾳ (5K 29D)"
"/cwkb/works/5245","default","Περὶ τοῦ παραφθέγματος (28K 49D)"
"/cwkb/works/5173","default","Περὶ φιλίας (ort. 22)"
"/cwkb/works/4043","default","Περὶ φιλανθρωπίας ἢ Κωνστάντιος (orat. 1)"
"/cwkb/works/5188","default","Περὶ φρονήσεως (orat. 37)"
"/cwkb/works/5187","default","Περὶ ψυχῆς (orat. 36)"
"/cwkb/works/5249","default","Πρὸς Δημοσθένη περὶ ἀτελείας (53D)"
"/cwkb/works/5243","default","Πρὸς Καπίτωνα (4K 47D)"
"/cwkb/works/5250","default","Πρὸς Λεπτίνην ὑπὲρ ἀτελείας (54D)"
"/cwkb/works/5242","default","Πρὸς Πλάτωνα ὑπὲρ τῶν τεττάρων (3K 46D)"
"/cwkb/works/5241","default","Πρὸς Πλάτωνα περὶ ῥητορικῆς (2K 45D)"
"/cwkb/works/5176","default","Πρὸς τὸν ἀξιώσαντα λέγειν ἐκ τοῦ παραχρῆμα (orat. 25)"
"/cwkb/works/5185","default","Πρὸς τοὺς αἰτιασαμένους ἐπὶ τῷ δέξασθαι τὴν ἀρχήν (orat. 34)"
"/cwkb/works/5247","default","Πρὸς τοὺς αἰτιωμένους ὅτι μὴ μελετῴη (33K 51D)"
"/cwkb/works/5180","default","Πρὸς τοὺς οὐκ ὀρθῶς ἐξηγουμένους τὸν σοφιστήν (orat. 29)"
"/cwkb/works/5155","default","Πρεσβευτικὸς ὑπὲρ Κωνσταντινουπόλεως ῥηθεὶς ἐν Ῥώμῃ (orat. 3)"
"/cwkb/works/5165","default","Πρεσβευτικὸς εἰς Θεοδόσιον αὐτοκράτορα (orat. 14)"
"/cwkb/works/5248","default","Πρεσβευτικὸς πρὸς Ἀχιλλέα (16K 52D)"
"/cwkb/works/5218","default","Προσφωνητικός Σμυρναϊκός (21K 22D)"
"/cwkb/works/5175","default","Προτρεπτικὸς Νικομηδεῦσιν εἰς φιλοσοφίαν (orat. 24)"
"/cwkb/works/5161","default","Προτρεπτικὸς Οὐαλεντινιανῷ νέῳ (orat. 9)"
"/cwkb/works/5211","default","Σμυρναϊκὸς πολιτικός (17K 15D)"
"/cwkb/works/5174","default","Σοφιστής (orat. 23)"
"/cwkb/works/5253","default","Σύνταξις τῶν φιλοσόφων"
"/cwkb/works/5236","default","Συμβουλευτικὸς περὶ τοῦ μὴ δεῖν κωμῳδεῖν (29K 40D)"
"/cwkb/works/5234","default","Συμμαχικὸς αʹ (9K 38D)"
"/cwkb/works/5235","default","Συμμαχικὸς βʹ (πρὸς Θηβαίους περὶ τῆς συμμαχίας) (10K 39D)"
"/cwkb/works/5158","default","Φιλάδελφοι ἢ περὶ φιλανθρωπίας (orat. 6)"
"/cwkb/works/5194","default","Φοινικικά"
"/cwkb/works/5167","default","Χαριστήριος τῷ αὐτοκράτορι ὑπὲρ τῆς εἰρήνης καὶ τῆς ὑπατείας τοῦ στρατηγοῦ Σατορνίνου (orat. 16)"
"/cwkb/works/5177","default","<Ὑπὲρ τοῦ λέγειν ἢ πῶς τῷ φιλοσόφῳ λεκτέον> (orat. 26)"
"/cwkb/works/5184","default","<Περὶ τῶν ὀνομάτων τοῦ βασιλέως καὶ τοῦ ὑπάτου> (orat. 33)"
"/cwkb/works/5186","default","<Φ>ιλόπολις (orat. 35)"
"/cwkb/works/4585","default","10. In Venerem"
"/cwkb/works/4586","default","13. In Cererem"
"/cwkb/works/4586","abbr","h. Cer. "
"/cwkb/works/4587","default","18. In Mercurium"
"/cwkb/works/4588","default","21. In Apollinem"
"/cwkb/works/4588","abbr","h. Ap."
"/cwkb/works/4589","default","26. In Bacchum"
"/cwkb/works/4589","abbr","h. Bacch."
"/cwkb/works/4590","default","27. In Dianam"
"/cwkb/works/4591","default","28. In Minervam"
"/cwkb/works/4592","default","29. In Vestam"
"/cwkb/works/4593","default","33. In Dioscuros"
"/cwkb/works/5191","default","34. Εἰς ξένους"
"/cwkb/works/4584","default","6. In Venerem"
"/cwkb/works/1091","default","A.U.C. Perioch. ex P.Oxy. 68"
"/cwkb/works/2690","default","Ab excessu divi Marci"
"/cwkb/works/2690","ger","Römische Geschichte"
"/cwkb/works/2690","ita","Storia dell'impero dopo Marco Aurelio"
"/cwkb/works/2690","fre","Histoire des empereurs romains de Marc Aurèle à Gordien III"
"/cwkb/works/2690","eng","History of the Empire from the Death of Marcus"
"/cwkb/works/1088","ger","Von der Gründung der Stadt an"
"/cwkb/works/1088","fre","Cent quarante-deux livres, depuis la fondation de la Ville"
"/cwkb/works/1088","eng","History of Rome"
"/cwkb/works/1088","default","Ab Urbe Condita"
"/cwkb/works/1088","ita","Storia di Roma dalla fondazione"
"/cwkb/works/1088","lat","Historiae Romanae decades"
"/cwkb/works/1088","spa","Historia de Roma desde su Fundació"
"/cwkb/works/3213","default","Abdicatus"
"/cwkb/works/909","ger","Akademiker"
"/cwkb/works/909","fre","Secondes académiques"
"/cwkb/works/909","eng","Later Academics"
"/cwkb/works/909","default","Academica"
"/cwkb/works/909","abbr","Ac."
"/cwkb/works/909","lat","Academicorum questionum libri  "
"/cwkb/works/1603","ger","Die Acharner"
"/cwkb/works/1603","fre","Les Acharniens "
"/cwkb/works/1603","eng","The Acharnians "
"/cwkb/works/1603","default","Acharnenses"
"/cwkb/works/1603","ita","Gli Acarnesi "
"/cwkb/works/1603","abbr","Ach."
"/cwkb/works/1603","spa","Los acarnienses"
"/cwkb/works/1317","fre","Achilléide"
"/cwkb/works/1317","eng","Achilleid"
"/cwkb/works/1317","default","Achilleis"
"/cwkb/works/1317","ita","Achilleide"
"/cwkb/works/1317","abbr","Ach."
"/cwkb/works/1317","spa","Aquileida"
"/cwkb/works/2384","default","Acies contra Alanos"
"/cwkb/works/2384","lat","Expeditio contra Alanos"
"/cwkb/works/2384","abbr","Alan."
"/cwkb/works/2384","fre","Projet d'expédition contre les Alains"
"/cwkb/works/2384","ger","Schlachtordnung gegen die Alanen"
"/cwkb/works/1443","default","Acta Alexandrinorum"
"/cwkb/works/1443","abbr","A.Al."
"/cwkb/works/1443","eng","The acts of the pagan martyrs"
"/cwkb/works/1444","default","Acta et martyrium Apollonii"
"/cwkb/works/8902","default","Acta et passio beati Anastasii martyris (anonymi auctoris primae translationis [BHL 410b] recensio emendata) [BHL 408(p)]"
"/cwkb/works/1445","default","Acta Scillitanorum martyrum sive Passio Sperati et sociorum"
"/cwkb/works/1446","default","Acta Xanthippae et Polyxenae"
"/cwkb/works/1446","abbr","A.Xanthipp."
"/cwkb/works/2590","default","Ad Ablabium quod non sint tres dei"
"/cwkb/works/2590","ger","Nicht drei Götter"
"/cwkb/works/2590","ita","Ad Ablabio, sul fatto che non esistono tre dei "
"/cwkb/works/2590","abbr","Tres dei"
"/cwkb/works/2590","eng","On 'Not Three Gods'"
"/cwkb/works/2864","default","Ad Alexandrum"
"/cwkb/works/3405","default","Ad Alexandrum Hierapolitanum"
"/cwkb/works/3321","default","Ad amicos"
"/cwkb/works/1010","default","Ad Amicos Epistulae"
"/cwkb/works/2086","default","Ad Ammaeum"
"/cwkb/works/2086","lat","Epistulae ad Ammaeum"
"/cwkb/works/2086","abbr","Amm."
"/cwkb/works/2086","fre","Lettre à Ammaeus"
"/cwkb/works/2111","default","Ad animam neglegentem"
"/cwkb/works/2865","default","Ad Antipatrum"
"/cwkb/works/1007","default","Ad Antonin. Imp. De Eloquentia"
"/cwkb/works/1008","default","Ad Antonin. Imp. De Orationibus"
"/cwkb/works/1009","default","Ad Antoninum Pium Epistulae"
"/cwkb/works/2866","default","Ad Archidamum"
"/cwkb/works/4510","default","Ad Athenienses"
"/cwkb/works/3983","ger","Die Apologie „Ad Autolycum“ "
"/cwkb/works/3983","fre","Le Traité à Autolycus"
"/cwkb/works/3983","eng","The Apology to Autolycus"
"/cwkb/works/3983","default","Ad Autolycum"
"/cwkb/works/3983","ita","Apologia ad Autolico"
"/cwkb/works/3983","abbr","Autol. "
"/cwkb/works/1950","default","Ad Calosyrium"
"/cwkb/works/1950","lat","Epistula ad Calosyrium"
"/cwkb/works/1950","abbr","Ep. Calos."
"/cwkb/works/1951","default","Ad Carthaginiense concilium"
"/cwkb/works/8480","default","Ad catholicos de secta Donatistarum"
"/cwkb/works/2531","default","Ad cives Nazianzenos"
"/cwkb/works/2112","default","Ad correctionem eorum qui vitiose vivunt et honores appetunt"
"/cwkb/works/3406","default","Ad Cyrillum Alexandrinum I"
"/cwkb/works/3407","default","Ad Cyrillum Alexandrinum II"
"/cwkb/works/8594","default","Ad Demetrianum"
"/cwkb/works/2893","default","Ad Demetrium de compunctione"
"/cwkb/works/2867","default","Ad Demonicum"
"/cwkb/works/9084","default","Ad Deum post conuersionem et baptismum suum (Sancte deus, lucis lumen)"
"/cwkb/works/2868","default","Ad Dionysium"
"/cwkb/works/8586","default","Ad Donatum"
"/cwkb/works/8806","default","Ad Ecclesiam siue Aduersus auaritiam"
"/cwkb/works/2525","default","Ad Eleutherium martyrem"
"/cwkb/works/3936","default","Ad eos qui in Euphratesia et Osrhoena regione, Syria, Phoenicia et Cilicia vitam monasticam degunt"
"/cwkb/works/2532","default","Ad eos qui ipsum acciverant nec occurrerant"
"/cwkb/works/2894","default","Ad eos qui magni aestimant opes"
"/cwkb/works/2895","default","Ad eos qui scandalizati sunt"
"/cwkb/works/1952","default","Ad episcopos qui sunt in Libya et Pentapoli"
"/cwkb/works/1952","lat","ad episcopos Libyae"
"/cwkb/works/1952","abbr","Ep. Lib."
"/cwkb/works/1580","default","Ad Eratosthenem methodus"
"/cwkb/works/1580","ita","Il metodo"
"/cwkb/works/1580","abbr","Eratosth."
"/cwkb/works/1580","fre","De la méthode"
"/cwkb/works/1580","eng","The Method of Mechanical Theorems"
"/cwkb/works/2896","default","Ad Eudoxiam"
"/cwkb/works/2591","default","Ad Eustathium de sancta trinitate"
"/cwkb/works/2591","ger","Über die Heilige Trinität und die Göttlichkeit des Heiligen Geistes"
"/cwkb/works/2591","abbr","Trin."
"/cwkb/works/2591","eng","On the Holy Trinity, and of the Godhead of the Holy Spirit"
"/cwkb/works/8956","default","Ad Euthymium de remissione peccatorum libri II"
"/cwkb/works/2113","default","Ad eversionem superbiae"
"/cwkb/works/2869","default","Ad filios Jasonis"
"/cwkb/works/8593","default","Ad Fortunatum"
"/cwkb/works/2412","default","Ad Glauconem de medendi methodo libri ii"
"/cwkb/works/2592","default","Ad Graecos ex communibus notionibus"
"/cwkb/works/2592","abbr","Comm. Not. "
"/cwkb/works/2533","default","Ad Gregorium Nyssenum"
"/cwkb/works/2897","default","Ad illuminandos catecheses 1-2"
"/cwkb/works/2593","default","Ad imaginem dei et ad similitudinem"
"/cwkb/works/2114","default","Ad imitationem proverbiorum"
"/cwkb/works/3408","default","Ad imperatorem Theodosium"
"/cwkb/works/2115","default","Ad Ioannem monachum, ut abstineat a Nestorii insania et blasphemia"
"/cwkb/works/2534","default","Ad Julianum tributorum exaequatorem"
"/cwkb/works/1880","default","Ad Leucippem"
"/cwkb/works/1005","default","Ad M. Antoninum Imp. Epist."
"/cwkb/works/1004","default","Ad M. Caesarem et Inv. Epist."
"/cwkb/works/3766","ger","An Marcella"
"/cwkb/works/3766","fre","Lettre à Marcella"
"/cwkb/works/3766","eng","To Marcella"
"/cwkb/works/3766","default","Ad Marcellam"
"/cwkb/works/3766","ita","Lettera a Marcella"
"/cwkb/works/3766","abbr","Marc."
"/cwkb/works/8159","default","Ad Marinum presbyterum"
"/cwkb/works/8813","default","Ad martyras"
"/cwkb/works/9074","default","Ad monachos (= sermo extrauagans 6)"
"/cwkb/works/9063","default","Ad Monimum libri III"
"/cwkb/works/8814","default","Ad nationes"
"/cwkb/works/2870","default","Ad Nicoclem"
"/cwkb/works/3325","default","Ad Nicolaum praecepta animae salutaria"
"/cwkb/works/3325","abbr","Nic. "
"/cwkb/works/8583","default","Ad Nouatianum"
"/cwkb/works/1953","default","Ad Optimum episcopum"
"/cwkb/works/3911","default","Ad Paeonium de dono astrolabii"
"/cwkb/works/3911","abbr","Astrolab."
"/cwkb/works/2535","default","Ad patrem"
"/cwkb/works/4424","default","Ad Philippum (epist. 2)"
"/cwkb/works/4425","default","Ad Philippum (epist. 3)"
"/cwkb/works/2062","default","Ad philosophum"
"/cwkb/works/2898","default","Ad populum Antiochenum"
"/cwkb/works/3619","default","Ad principem ineruditum"
"/cwkb/works/8587","default","Ad Quirinum"
"/cwkb/works/2871","default","Ad reges Mytilenaeos"
"/cwkb/works/3403","default","Ad Rhodios ventos"
"/cwkb/works/8836","default","Ad Scapulam"
"/cwkb/works/2594","default","Ad Simplicium de fide"
"/cwkb/works/2594","abbr","Fid."
"/cwkb/works/2594","eng","On the Faith"
"/cwkb/works/2899","default","Ad Stagirium a daemone vexatum"
"/cwkb/works/2900","default","Ad Stelechium de compunctione"
"/cwkb/works/2659","default","Ad Tatianum de anima per capita disputatio"
"/cwkb/works/2659","abbr","Anim."
"/cwkb/works/2659","eng","On the Soul"
"/cwkb/works/4511","default","Ad Themistium"
"/cwkb/works/3409","default","Ad Theodoretum"
"/cwkb/works/2595","default","Ad Theophilum adversus Apollinaristas"
"/cwkb/works/2595","abbr","Thphl."
"/cwkb/works/2872","default","Ad Timotheum"
"/cwkb/works/8951","default","Ad Trasamundum libri III"
"/cwkb/works/8824","default","Ad uxorem"
"/cwkb/works/1006","default","Ad Verum Imp. Epistulae"
"/cwkb/works/2901","default","Ad viduam juniorem"
"/cwkb/works/1954","default","Ad Xystum episcopum Romae"
"/cwkb/works/1438","fre","new Les phénomènes d'Aratos"
"/cwkb/works/1438","default","add a work to author 2"
"/cwkb/works/1438","ita","another var with lan"
"/cwkb/works/1438","gre","add a gre work var"
"/cwkb/works/1438","abbr","ok here is the work abbr C.D."
"/cwkb/works/1438","blank","add a blank work var"
"/cwkb/works/1438","lat","add a lat work var"
"/cwkb/works/4011","default","Additamenta antiqua"
"/cwkb/works/1018","default","Additamentum Epist. Aceph."
"/cwkb/works/3322","default","Additamentum epistularum variarum acephalum"
"/cwkb/works/1347","ger","Die Brüder"
"/cwkb/works/1347","fre","Les frères"
"/cwkb/works/1347","eng","Brothers"
"/cwkb/works/1347","default","Adelphoe"
"/cwkb/works/1347","ita","I fratelli "
"/cwkb/works/1347","abbr","Ad."
"/cwkb/works/1347","lat","Adelphi"
"/cwkb/works/1347","spa","Los hermanos"
"/cwkb/works/2413","default","Adhortatio ad artes addiscendas"
"/cwkb/works/2116","default","Adhortatio ad fratres"
"/cwkb/works/2117","default","Adhortatio de silentio et quiete"
"/cwkb/works/2118","default","Adhortatio sive Catechesis ad monachos"
"/cwkb/works/3508","default","Admiranda"
"/cwkb/works/3509","default","Admiranda"
"/cwkb/works/2902","default","Admonitiones spirituales"
"/cwkb/works/3447","default","Adnotationes in Deuteronomium"
"/cwkb/works/3448","default","Adnotationes in Exodum"
"/cwkb/works/3449","default","Adnotationes in Genesim"
"/cwkb/works/8424","default","Adnotationes in Iob"
"/cwkb/works/3450","default","Adnotationes in Jesu filium Nave"
"/cwkb/works/3451","default","Adnotationes in Judices"
"/cwkb/works/3452","default","Adnotationes in Leviticum"
"/cwkb/works/3453","default","Adnotationes in Numeros"
"/cwkb/works/8719","default","Aduersus Arium"
"/cwkb/works/2119","default","Aduersus eos, qui dicunt terrae motus a terrae inflatione fieri"
"/cwkb/works/8667","default","Aduersus Heluidium de Mariae uirginitate perpetua"
"/cwkb/works/8825","default","Aduersus Hermogenem"
"/cwkb/works/2120","default","Aduersus improbas mulieres"
"/cwkb/works/8668","default","Aduersus Iouinianum"
"/cwkb/works/8463","default","Aduersus Iudaeos"
"/cwkb/works/7946","default","Aduersus Iudaeos"
"/cwkb/works/8826","default","Aduersus Marcionem"
"/cwkb/works/8396","default","Aduersus nationes"
"/cwkb/works/8161","default","Aduersus omnes haereses"
"/cwkb/works/8838","default","Aduersus Praxean"
"/cwkb/works/8828","default","Aduersus Valentinianos"
"/cwkb/works/1996","default","Adversus Androtionem"
"/cwkb/works/1996","ger","Gegen Androtion"
"/cwkb/works/1996","ita","Contro Androtione"
"/cwkb/works/1996","fre","Contre Androtion"
"/cwkb/works/1996","eng","Against Androtion"
"/cwkb/works/2596","default","Adversus Arium et Sabellium de patre et filio"
"/cwkb/works/2596","abbr","Ar. et Sab."
"/cwkb/works/2903","default","Adversus catharos"
"/cwkb/works/3620","default","Adversus Colotem"
"/cwkb/works/3961","default","Adversus criminationes in Christianos Iuliani imperatoris"
"/cwkb/works/2414","default","Adversus ea quae a Juliano in Hippocratis aphorismos enuntiata sunt libellus"
"/cwkb/works/2904","default","Adversus ebriosos et de resurrectione domini nostri Jesu Christi"
"/cwkb/works/2597","default","Adversus eos qui castigationes aegre ferunt"
"/cwkb/works/2597","abbr","Castig."
"/cwkb/works/2415","default","Adversus eos qui de typis scripserunt vel de circuitibus"
"/cwkb/works/1955","default","Adversus eos qui negant offerendum esse pro defunctis"
"/cwkb/works/1955","abbr","Defunct."
"/cwkb/works/2905","default","Adversus eos qui non adfuerant"
"/cwkb/works/1798","default","Adversus eos qui per calumniam dicunt dici a nobis tres deos"
"/cwkb/works/2536","default","Adversus Eunomianos"
"/cwkb/works/1799","fre","Contre Eunomius "
"/cwkb/works/1799","eng","Refutation of the Apology of the Impious Eunomius"
"/cwkb/works/1799","default","Adversus Eunomium"
"/cwkb/works/1799","ita","Contro Eunomio"
"/cwkb/works/1799","abbr","Eunom. "
"/cwkb/works/1799","lat","Aduersus Eunomium libri tres"
"/cwkb/works/1799","spa","Refutación de la apología del impío Eunomio"
"/cwkb/works/4492","default","Adversus Haereses"
"/cwkb/works/3214","default","Adversus indoctum et libros multos ementem"
"/cwkb/works/2906","default","Adversus Judaeos"
"/cwkb/works/1997","default","Adversus Leptinem"
"/cwkb/works/1997","ger","Gegen Leptines"
"/cwkb/works/1997","ita","Contro Leptine"
"/cwkb/works/1997","fre","Contre Leptine"
"/cwkb/works/1997","eng","Against Leptines"
"/cwkb/works/2416","default","Adversus Lycum libellus"
"/cwkb/works/2598","default","Adversus Macedonianos de spiritu sancto"
"/cwkb/works/2598","abbr","Maced. "
"/cwkb/works/4031","default","Adversus Manichaeos"
"/cwkb/works/3884","ger","Gegen die Wissenschaftler"
"/cwkb/works/3884","fre","Contre les professeurs"
"/cwkb/works/3884","eng","Against the Professors"
"/cwkb/works/3884","default","Adversus mathematicos"
"/cwkb/works/3884","ita","Contro coloro che insegnano discipline"
"/cwkb/works/3884","abbr","M. "
"/cwkb/works/2907","default","Adversus oppugnatores vitae monasticae"
"/cwkb/works/4039","default","Adversus suffusiones incipientes"
"/cwkb/works/7953","default","Adversus Suffusiones Incipientes"
"/cwkb/works/1450","default","Aegimius"
"/cwkb/works/2873","default","Aegineticus"
"/cwkb/works/2873","fre","Éginétique"
"/cwkb/works/7970","default","Aegritudo perdicae"
"/cwkb/works/3912","default","Aegyptii sive de providentia"
"/cwkb/works/3912","abbr","Prouid."
"/cwkb/works/3621","default","Aemilius Paullus"
