,filename,language,language_probability,n_annotations,n_entities,n_relations,n_tokens,selected
207,75-13858.txt,fr,1.0,0,0,0,7,False
208,75-14207.txt,es,1.0,0,0,0,56,False
209,75-12138.txt,es,1.0,0,0,0,89,False
210,75-11340.txt,en,1.0,0,0,0,172,False
211,75-11920.txt,fr,1.0,0,0,0,11,False
212,75-09094.txt,it,1.0,0,0,0,14,False
213,75-06968.txt,fr,1.0,0,0,0,60,False
214,75-02157.txt,fr,1.0,0,0,0,50,False
215,75-14093.txt,fr,1.0,0,0,0,31,False
216,75-00331.txt,fr,1.0,4,5,3,42,False
217,75-00078.txt,it,1.0,0,0,0,15,False
218,75-07410.txt,fr,1.0,0,0,0,19,False
219,75-11640.txt,fr,1.0,0,0,0,83,False
220,75-07292.txt,es,1.0,0,0,0,36,False
221,75-11972.txt,fr,1.0,0,0,0,21,False
222,75-08339.txt,it,1.0,0,0,0,65,False
223,75-12357.txt,fr,1.0,0,0,0,32,False
224,75-07406.txt,it,1.0,0,0,0,71,False
225,75-00213.txt,de,1.0,0,0,0,15,False
226,75-07564.txt,it,1.0,1,2,1,81,False
227,75-04754.txt,it,1.0,1,1,0,38,False
228,75-08664.txt,fr,1.0,0,0,0,70,False
229,75-09592.txt,fr,1.0,0,0,0,25,False
230,75-11174.txt,fr,1.0,0,0,0,30,False
231,75-02250.txt,it,1.0,0,3,0,76,False
232,75-06059.txt,eo,0.811108188009,0,0,0,6,False
233,75-09170.txt,de,0.999999999969,0,0,0,17,False
234,75-03842.txt,it,1.0,4,6,4,25,True
235,75-11733.txt,de,1.0,0,0,0,13,False
236,75-03738.txt,fr,1.0,1,2,0,46,False
237,75-06175.txt,it,1.0,0,0,0,36,False
238,75-03787.txt,it,1.0,0,0,0,34,False
239,75-08097.txt,en,1.0,0,0,0,131,False
240,75-06545.txt,fr,1.0,0,1,0,48,False
241,75-13169.txt,it,1.0,0,0,0,62,False
242,75-09108.txt,de,1.0,0,0,0,110,False
243,75-03871.txt,it,1.0,0,0,0,26,False
244,75-14107.txt,it,0.999999999182,0,0,0,7,False
245,75-11664.txt,de,1.0,1,1,0,99,False
246,75-11785.txt,fr,1.0,0,0,0,63,False
247,75-09194.txt,fr,1.0,1,1,0,75,False
248,75-06336.txt,it,1.0,0,0,0,25,False
249,75-10415.txt,de,1.0,0,0,0,28,False
250,75-06291.txt,fr,1.0,1,2,0,68,False
251,75-10317.txt,es,1.0,0,0,0,47,False
252,75-15459.txt,fr,1.0,0,0,0,4,False
253,75-04546.txt,es,1.0,2,2,0,69,False
254,75-10168.txt,en,1.0,2,6,3,173,False
255,75-00406.txt,es,1.0,0,0,0,123,False
256,75-11091.txt,es,1.0,0,0,0,98,False
257,75-10252.txt,de,1.0,0,0,0,67,False
258,75-03596.txt,it,1.0,0,0,0,17,False
259,75-13929.txt,de,1.0,0,0,0,69,False
260,75-08543.txt,it,1.0,0,0,0,36,False
261,75-03763.txt,de,1.0,0,0,0,8,False
262,75-06394.txt,es,1.0,0,0,0,163,False
263,75-07860.txt,fr,1.0,0,0,0,29,False
264,75-13444.txt,it,1.0,0,0,0,10,False
265,75-05945.txt,en,1.0,0,0,0,28,False
266,75-04866.txt,it,1.0,0,0,0,13,False
267,75-03341.txt,it,1.0,0,0,0,40,False
268,75-13155.txt,fr,1.0,0,0,0,12,False
269,75-12494.txt,es,1.0,0,0,0,43,False
270,75-04750.txt,it,0.999999653191,0,0,0,4,False
271,75-08951.txt,it,1.0,0,0,0,62,False
272,75-01053.txt,it,1.0,3,4,0,61,False
273,75-05811.txt,it,1.0,1,2,1,13,False
274,75-07834.txt,en,0.999999999945,0,0,0,18,False
275,75-05395.txt,fr,0.999999859611,1,1,0,6,False
276,75-09184.txt,de,1.0,0,0,0,66,False
277,75-08698.txt,fr,1.0,0,0,0,78,False
278,75-01805.txt,en,1.0,0,0,0,95,False
279,75-07429.txt,fr,1.0,0,0,0,117,False
280,75-11181.txt,fr,1.0,2,2,0,55,False
281,75-02088.txt,de,1.0,0,0,0,77,False
282,75-02176.txt,it,1.0,1,1,0,48,False
283,75-12298.txt,de,1.0,0,0,0,50,False
284,75-09735.txt,de,1.0,0,0,0,65,False
285,75-11627.txt,es,1.0,0,0,0,48,False
286,75-03381.txt,en,1.0,2,2,0,93,False
287,75-13152.txt,de,1.0,0,0,0,57,False
288,75-10346.txt,en,0.999999997688,0,0,0,17,False
289,75-14033.txt,es,1.0,0,0,0,27,False
290,75-09087.txt,it,1.0,0,0,0,48,False
291,75-09301.txt,de,1.0,0,0,0,77,False
292,75-02584.txt,de,1.0,1,2,1,132,False
293,75-00657.txt,it,1.0,3,3,0,32,False
294,75-08056.txt,fr,1.0,0,0,0,92,False
295,75-05138.txt,it,1.0,0,0,0,18,False
296,75-15405.txt,it,0.999999966337,0,0,0,5,False
297,75-04697.txt,en,1.0,0,3,0,95,False
298,75-06090.txt,fr,1.0,1,1,0,53,False
299,75-10817.txt,fr,1.0,0,0,0,106,False
300,75-03007.txt,it,1.0,1,2,1,68,False
301,75-13328.txt,fr,1.0,0,0,0,47,False
302,75-04153.txt,es,1.0,0,0,0,98,False
303,75-08843.txt,fr,1.0,0,0,0,14,False
304,75-04986.txt,it,0.99999997158,0,0,0,9,False
305,75-07991.txt,fr,1.0,0,0,0,82,False
306,75-13620.txt,it,0.999994299906,0,0,0,10,False
307,75-01965.txt,it,1.0,1,2,1,30,False
308,75-08284.txt,fr,1.0,0,0,0,29,False
309,75-02245.txt,de,1.0,1,1,0,103,False
310,75-11516.txt,fr,1.0,0,0,0,14,False
311,75-00356.txt,fr,1.0,0,0,0,71,False
312,75-00306.txt,fr,1.0,0,0,0,23,False
313,75-01651.txt,fr,1.0,0,0,0,104,False
314,75-02365.txt,de,1.0,0,0,0,55,False
315,75-13772.txt,it,1.0,0,0,0,23,False
316,75-01003.txt,it,1.0,0,0,0,29,False
317,75-09984.txt,de,1.0,0,0,0,34,False
318,75-08479.txt,fr,1.0,0,0,0,57,False
319,75-08107.txt,en,1.0,0,0,0,71,False
320,75-08639.txt,fr,1.0,0,0,0,31,False
321,75-06609.txt,fr,1.0,0,0,0,36,False
322,75-08218.txt,fr,1.0,0,0,0,135,False
323,75-02522.txt,fr,1.0,0,0,0,45,False
324,75-08005a.txt,fr,1.0,0,0,0,76,False
325,75-04338.txt,it,1.0,0,0,0,13,False
326,75-00354.txt,it,1.0,1,1,0,41,False
327,75-04688.txt,fr,1.0,2,2,0,23,False
328,75-01948.txt,it,1.0,0,0,0,23,False
329,75-07987.txt,fr,1.0,0,0,0,49,False
330,75-09285.txt,es,1.0,0,0,0,65,False
331,75-11415.txt,es,1.0,0,0,0,131,False
332,75-01264.txt,en,1.0,2,2,1,105,False
333,75-09082.txt,en,1.0,0,0,0,145,False
334,75-07847.txt,fr,1.0,0,0,0,51,False
335,75-04110.txt,fr,1.0,2,3,0,83,False
336,75-11492.txt,it,1.0,0,0,0,17,False
337,75-03374.txt,it,1.0,0,0,0,18,False
338,75-11885.txt,fr,1.0,0,0,0,23,False
339,75-10328.txt,it,1.0,0,0,0,65,False
340,75-08008.txt,fr,1.0,0,0,0,55,False
341,75-06541.txt,it,1.0,0,0,0,40,False
342,75-07513.txt,fr,1.0,1,2,0,99,False
343,75-03493.txt,en,1.0,3,4,1,158,False
344,75-03752.txt,de,1.0,0,0,0,54,False
345,75-02955.txt,en,1.0,1,2,1,123,False
346,75-02031.txt,fr,1.0,1,1,0,36,False
347,75-13149.txt,fr,1.0,0,0,0,13,False
348,75-10233.txt,de,1.0,1,1,0,87,False
349,75-05463.txt,fr,1.0,0,0,0,67,False
350,75-12163.txt,fr,1.0,0,1,0,71,False
351,75-03501.txt,en,1.0,10,11,7,165,True
352,75-03756.txt,it,1.0,1,2,1,34,False
353,75-09898.txt,fr,1.0,0,0,0,72,False
354,75-08833.txt,es,1.0,0,0,0,19,False
355,75-12839.txt,fr,1.0,0,0,0,79,False
356,75-05686.txt,fr,1.0,2,4,2,45,False
357,75-12390.txt,de,1.0,0,0,0,16,False
358,75-08730.txt,fr,1.0,0,0,0,85,False
359,75-00561.txt,fr,1.0,0,1,0,43,False
360,75-06703.txt,en,1.0,0,0,0,123,False
361,75-08377.txt,fr,1.0,0,0,0,44,False
362,75-02223.txt,it,1.0,0,0,0,37,False
363,75-01654.txt,de,1.0,0,0,0,29,False
364,75-05056.txt,es,1.0,1,2,0,42,False
365,75-15455.txt,it,0.998735468242,0,0,0,3,False
366,75-09322.txt,fr,1.0,1,1,0,69,False
367,75-01771.txt,it,1.0,0,0,0,91,False
368,75-09353.txt,it,1.0,0,0,0,76,False
369,75-00285.txt,fr,1.0,0,0,0,36,False
370,75-13160.txt,fr,1.0,1,1,0,54,False
371,75-12387.txt,it,1.0,0,0,0,68,False
372,75-01219.txt,es,0.928907632426,3,4,3,15,True
373,75-07859.txt,fr,1.0,0,0,0,5,False
374,75-01336.txt,es,1.0,0,0,0,39,False
375,75-14019.txt,de,1.0,0,0,0,27,False
376,75-08622.txt,fr,1.0,0,0,0,38,False
377,75-04775.txt,de,1.0,0,0,0,30,False
378,75-04681.txt,en,1.0,3,8,5,112,False
379,75-11918.txt,fr,1.0,0,0,0,30,False
380,75-06910.txt,de,1.0,0,0,0,35,False
381,75-11484.txt,fr,1.0,0,0,0,62,False
382,75-09300.txt,de,1.0,0,0,0,108,False
383,75-03544.txt,en,1.0,1,1,0,57,False
384,75-00015.txt,it,1.0,4,5,1,24,False
385,75-07246.txt,en,1.0,1,1,0,23,False
386,75-07863.txt,fr,1.0,0,0,0,41,False
387,75-04265.txt,en,1.0,1,2,1,42,False
388,75-05528.txt,fr,1.0,0,0,0,52,False
389,75-07424.txt,fr,1.0,0,0,0,17,False
390,75-02029.txt,it,1.0,3,3,0,42,False
391,75-08042.txt,fr,1.0,0,0,0,61,False
392,75-12823.txt,it,1.0,0,0,0,23,False
393,75-02337.txt,de,1.0,0,0,0,12,False
394,75-14202.txt,en,1.0,0,0,0,48,False
395,75-12189.txt,fr,1.0,0,0,0,19,False
396,75-04301.txt,de,1.0,0,0,0,13,False
397,75-11728.txt,de,1.0,1,1,0,17,False
398,75-08717.txt,en,1.0,0,0,0,138,False
399,75-01363.txt,it,1.0,0,2,1,44,False
400,75-07995.txt,fr,1.0,0,0,0,60,False
401,75-09431.txt,es,1.0,0,0,0,41,False
402,75-12641.txt,fr,1.0,0,0,0,27,False
403,75-07593.txt,fr,1.0,0,0,0,6,False
404,75-11297.txt,en,1.0,0,0,0,71,False
405,75-08874.txt,en,1.0,0,0,0,96,False
406,75-07501.txt,fr,0.998401715978,0,0,0,12,False
407,75-09538.txt,it,1.0,0,0,0,37,False
408,75-05464.txt,it,1.0,0,0,0,28,False
409,75-07265.txt,en,1.0,0,0,0,50,False
410,75-10135.txt,en,1.0,4,8,3,160,False
411,75-10331.txt,fr,1.0,0,0,0,76,False
412,75-10337.txt,es,1.0,0,0,0,112,False
413,75-03091.txt,de,1.0,0,0,0,39,False
414,75-12095.txt,fr,1.0,0,0,0,46,False
415,75-12404.txt,fr,1.0,0,0,0,20,False
416,75-01625.txt,de,1.0,0,0,0,29,False
417,75-03365.txt,en,1.0,0,0,0,55,False
418,75-09739.txt,sl,0.644410272314,0,0,0,101,False
419,75-12680.txt,it,1.0,0,0,0,31,False
420,75-12859.txt,de,1.0,0,0,0,71,False
421,75-04065.txt,en,1.0,3,3,0,72,False
422,75-03699.txt,fr,1.0,7,7,2,129,False
423,75-00237.txt,fr,1.0,2,3,2,16,False
424,75-02425.txt,it,1.0,0,0,0,69,False
425,75-06599.txt,es,1.0,0,0,0,41,False
426,75-00265.txt,de,1.0,1,1,0,56,False
427,75-04425.txt,en,1.0,0,0,0,36,False
428,75-06392.txt,it,1.0,4,4,3,53,False
429,75-07535.txt,it,1.0,0,0,0,51,False
430,75-10979.txt,en,1.0,0,1,0,154,False
431,75-03392.txt,it,1.0,0,0,0,16,False
432,75-06201.txt,fr,1.0,2,3,0,77,False
433,75-08539.txt,it,1.0,0,0,0,10,False
434,75-03453.txt,it,1.0,0,0,0,11,False
435,75-09343.txt,de,1.0,0,0,0,47,False
436,75-06242.txt,it,1.0,1,1,0,33,False
437,75-03048.txt,it,1.0,1,1,0,29,False
438,75-03383.txt,fr,1.0,0,0,0,44,False
439,75-00737.txt,en,1.0,7,7,1,115,False
440,75-08421.txt,fr,1.0,0,0,0,97,False
441,75-03242.txt,fr,1.0,0,0,0,50,False
442,75-07438.txt,fr,0.99999970927,0,0,0,4,False
443,75-13604.txt,fr,1.0,0,0,0,65,False
444,75-04254.txt,it,1.0,3,4,1,76,False
445,75-07852.txt,fr,1.0,0,0,0,42,False
446,75-11265.txt,fr,1.0,0,1,0,57,False
447,75-12238.txt,de,0.999999999994,0,0,0,8,False
448,75-02802.txt,it,1.0,0,0,0,22,False
449,75-12990.txt,fr,1.0,0,0,0,124,False
450,75-08098.txt,en,1.0,0,0,0,84,False
451,75-13967.txt,en,1.0,0,0,0,64,False
452,75-12560.txt,en,1.0,0,0,0,96,False
453,75-05745.txt,de,0.999999999257,0,0,0,6,False
454,75-12231.txt,de,1.0,0,0,0,39,False
455,75-00881.txt,fr,1.0,0,0,0,38,False
456,75-01658.txt,it,1.0,1,1,0,37,False
457,75-05981.txt,en,1.0,0,2,1,58,False
458,75-10330.txt,fr,1.0,0,0,0,118,False
459,75-12348.txt,fr,1.0,0,0,0,52,False
460,75-12774.txt,fr,1.0,0,0,0,66,False
461,75-10170.txt,es,1.0,0,0,0,83,False
462,75-03713.txt,it,1.0,4,6,4,63,True
463,75-08364.txt,it,1.0,0,0,0,29,False
464,75-01550.txt,en,1.0,1,5,2,42,False
465,75-12790.txt,de,1.0,0,0,0,20,False
466,75-07203.txt,it,1.0,0,1,0,19,False
467,75-08525.txt,it,1.0,0,0,0,80,False
468,75-07301.txt,fr,1.0,0,0,0,62,False
469,75-01851.txt,it,1.0,2,2,0,53,False
470,75-06366.txt,en,1.0,2,2,0,46,False
471,75-10448.txt,de,1.0,0,0,0,66,False
472,75-14683.txt,it,0.999999997473,0,0,0,4,False
473,75-09417.txt,de,1.0,0,0,0,45,False
474,75-01952.txt,en,1.0,1,1,0,84,False
475,75-03836.txt,de,1.0,1,1,0,81,False
476,75-07811.txt,de,1.0,0,0,0,121,False
477,75-11900.txt,en,1.0,0,0,0,22,False
478,75-03774.txt,it,1.0,1,1,0,12,False
479,75-15325.txt,fr,1.0,0,0,0,15,False
480,75-04458.txt,fr,1.0,0,0,0,26,False
481,75-12862.txt,fr,1.0,0,0,0,65,False
482,75-01983.txt,fr,1.0,3,3,0,82,False
483,75-08928.txt,fr,1.0,1,1,0,32,False
484,75-11172.txt,it,1.0,2,4,2,39,False
485,75-06523.txt,it,1.0,0,0,0,20,False
486,75-05593.txt,fr,1.0,0,0,0,40,False
487,75-09388.txt,de,1.0,1,2,1,51,False
488,75-02642.txt,it,1.0,3,4,2,57,False
489,75-09953.txt,it,1.0,2,4,1,97,False
490,75-15309.txt,it,1.0,0,0,0,15,False
491,75-13964.txt,fr,1.0,0,0,0,57,False
492,75-09131.txt,fr,1.0,0,0,0,37,False
493,75-10673.txt,en,1.0,0,0,0,79,False
494,75-12513.txt,de,1.0,0,0,0,85,False
495,75-08174.txt,fr,1.0,0,0,0,56,False
496,75-13117.txt,fr,1.0,0,0,0,4,False
497,75-08685.txt,fr,1.0,0,0,0,26,False
498,75-09161.txt,fr,1.0,0,0,0,32,False
499,75-12758.txt,fr,1.0,0,0,0,54,False
500,75-09645.txt,it,1.0,0,0,0,31,False
501,75-03202.txt,en,1.0,4,7,2,157,False
502,75-10208.txt,it,1.0,0,0,0,20,False
503,75-08033.txt,en,1.0,0,0,0,37,False
504,75-08553.txt,en,1.0,0,0,0,127,False
505,75-06230.txt,en,1.0,5,7,4,67,False
506,75-07854.txt,fr,1.0,0,0,0,14,False
507,75-07899.txt,fr,1.0,0,0,0,54,False
508,75-01683.txt,fr,1.0,0,0,0,15,False
509,75-06961.txt,fr,1.0,0,0,0,70,False
510,75-03282.txt,en,1.0,3,3,0,129,False
511,75-03101.txt,it,1.0,0,0,0,48,False
512,75-08258.txt,fr,1.0,0,0,0,41,False
513,75-05605.txt,fr,1.0,0,0,0,47,False
514,75-13439.txt,fr,1.0,0,0,0,36,False
515,75-13880.txt,fr,1.0,1,1,0,46,False
516,75-06642.txt,es,1.0,0,0,0,120,False
517,75-09075.txt,it,0.999999999917,0,0,0,7,False
518,75-01611.txt,it,1.0,1,3,1,42,False
519,75-03798.txt,it,1.0,1,1,0,33,False
520,75-04576.txt,de,1.0,0,0,0,48,False
521,75-04078.txt,de,1.0,1,1,0,47,False
522,75-10393.txt,de,1.0,0,0,0,71,False
523,75-13781.txt,fr,1.0,0,0,0,26,False
